,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38
500,0.0006014823913574219,0.001197481155395508,0.002201414108276367,0.004598379135131836,0.008799886703491211,0.01900005340576172,0.041000747680664064,0.086403226852417,0.22039637565612794,0.41820216178894043,0.9512020587921143,2.3345975399017336,6.310398769378662,18.64580011367798,60.762999820709226
