,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900
10000,0.05900044441223144,0.09179949760437012,0.10299992561340332,0.1147996425628662,0.125600004196167,0.17359981536865235,0.1183997631072998,0.15600228309631348,0.164597749710083,0.2048018455505371,0.19360122680664063,0.18919782638549804,0.22079863548278808,0.2015998363494873,0.3167999267578125,0.317399263381958,0.2766007900238037,0.2589977264404297,0.3434020519256592,0.41300139427185056,0.8309999465942383,0.39120092391967776,0.376201868057251,0.3417988300323486,0.2947998523712158
20000,0.1434030532836914,0.16420269012451172,0.2495999813079834,0.2490018367767334,0.23259968757629396,0.22820115089416504,0.28820095062255857,0.3483987331390381,0.3658005237579346,0.5379999160766602,0.8731975078582763,0.40920023918151854,0.40220184326171876,0.46700177192687986,0.5506016731262207,0.9448007106781006,0.6906008243560791,0.7320002555847168,2.227400016784668,0.8175979614257812,1.9441998958587647,2.768396759033203,2.136798858642578,0.8982014656066895,0.991602087020874
30000,0.16799850463867189,0.32759747505187986,0.42940101623535154,0.328598690032959,0.3674004077911377,0.4474000930786133,0.3739992618560791,0.46539926528930664,1.2350016117095948,0.6539999961853027,0.6036005020141602,0.6694016933441163,3.080598783493042,1.4209986209869385,0.8081981658935546,0.9676004409790039,1.2346001625061036,0.6750017642974854,4.0485978603363035,2.2822020053863525,4.875500774383545,3.650200033187866,3.196201133728027,17.67143268585205,7.111399745941162
40000,0.1827989101409912,0.33080239295959474,0.4603997230529785,0.49200029373168946,0.5121997356414795,0.5221974372863769,0.6648010730743408,0.5757999420166016,0.6065980434417725,1.5645980834960938,0.6672018051147461,0.7659998893737793,1.4124015331268311,0.7374014854431152,5.271400022506714,5.625799560546875,2.833799934387207,2.232599973678589,1.1572021007537843,22.15719814300537,1.1992005348205566,1.0757998466491698,7.263800144195557,12.301598691940308,27.162198400497438
50000,0.1799994468688965,0.2524001121520996,0.6149994373321533,0.4565988063812256,0.5509995460510254,0.6768008232116699,0.7344013690948487,0.8007997989654541,0.8432003498077393,0.798799705505371,0.8691981792449951,0.9435981273651123,3.124800443649292,1.1301982402801514,1.2742021560668946,1.068200445175171,1.4928002834320069,2.9460001945495606,2.0233997821807863,8.743199586868286,10.800199413299561,4.476199626922607,5.10299768447876,3.473601150512695,3.7376015186309814
60000,0.17339959144592285,0.2665975570678711,0.524400281906128,0.4533999919891357,0.5844006061553955,0.6722017288208008,0.815397310256958,1.0082009792327882,0.9952000617980957,1.0834007263183594,1.1080020427703858,1.1370034217834473,1.5515974044799805,1.25020170211792,1.2549981117248534,1.6647995471954347,7.449197912216187,1.4557979583740235,1.5159998893737794,22.659601974487305,4.244602251052856,19.54220042228699,1.8402004718780518,1.7341976642608643,2.0091968536376954
70000,0.1694018840789795,0.29240097999572756,0.438201904296875,0.512400484085083,0.5846001625061035,0.6753980159759522,0.8161999225616455,0.9797987461090087,1.1780004978179932,1.3468015670776368,1.411598014831543,1.4139976501464844,1.4291998863220214,1.5212000846862792,1.593799877166748,1.7499999046325683,3.192401885986328,2.973001718521118,1.7438004970550538,3.473000001907349,6.9735997200012205,9.576599502563477,2.674601936340332,7.454600286483765,2.9034000396728517
80000,0.16959991455078124,0.2727996349334717,0.3905999183654785,0.47440075874328613,0.5513992786407471,0.6742002010345459,0.8588006019592285,1.0062012672424316,1.1339993000030517,1.3067973613739015,1.4926015853881835,1.6848008632659912,1.8324003219604492,1.8111982822418213,1.8895998001098633,2.081201934814453,2.0981982231140135,2.1287981510162353,2.5569973468780516,2.23939847946167,3.073198366165161,2.917399835586548,24.36059789657593,14.899000215530396,2.870599555969238
90000,0.1829981803894043,0.2515993595123291,0.3635986328125,0.4632009983062744,0.5447999477386475,0.6742000579833984,0.8408001899719239,0.9926000118255616,1.1273996829986572,1.3578025341033935,1.4846001625061036,1.691797924041748,1.9194454669952392,2.1790018558502195,2.2199996948242187,2.329799842834473,2.36200156211853,2.348199987411499,2.6870004177093505,2.6841994762420653,3.4258018016815184,4.84600133895874,2.741601896286011,2.8174006938934326,7.606202077865601
100000,0.1717996120452881,0.25660247802734376,0.35559935569763185,0.5193986892700195,0.5540004730224609,0.7399999618530273,0.8127995491027832,0.9583993911743164,1.121800184249878,1.2933990001678466,1.4818000316619873,1.7040557384490966,1.9101997375488282,2.1341977596282957,2.382402229309082,2.634797382354736,2.7642000198364256,3.2798020362854006,2.911201906204224,2.982600212097168,2.969000053405762,3.1417991638183596,4.782997941970825,6.5915028095245365,3.29019775390625
