,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186
500,0.01279759407043457,0.018400192260742188,0.028495025634765626,0.04140028953552246,0.06120114326477051,0.09579896926879883,0.1086000919342041,0.1671975612640381,0.18580222129821777,0.21899914741516113,0.3113999843597412,0.34839916229248047,0.4333992004394531,0.5084022521972656,0.6175972938537597,0.6876020431518555,0.8013988018035889,0.9713866233825683,1.050851583480835,1.137397861480713,1.292797899246216,1.4255984783172608,1.6168603420257568,1.7750017166137695,1.9601999759674071,2.3040019989013674,2.3772016048431395,2.6862000465393066,2.9816734790802,3.2636016845703124,3.612400197982788,3.7412021160125732,4.049431324005127,4.448799657821655,4.755600786209106,5.138201904296875,5.586000442504883,5.880599403381348,6.303398895263672,6.804600477218628,7.426799726486206,7.492860555648804,7.9718017578125,8.8860454082489,8.923800230026245,9.493037033081055,10.01121416091919,10.839400577545167,11.257657957077026,12.124000215530396,12.802599048614502,13.231600093841553,13.950066518783569,14.576202201843262,15.386400079727172,16.14370193481445,17.011570119857787,17.78004608154297,18.657202100753786,19.558398818969728,20.472062969207762,21.96938486099243,25.398345851898192,25.85747880935669,27.453000259399413,28.1739661693573,29.386447048187257,30.646200037002565,31.833100986480712,32.199800157546996,33.16330833435059,33.91574611663818,36.09728946685791,37.63768038749695,39.07220196723938,39.28620386123657,41.30326642990112,42.88599810600281,44.33720121383667,45.85276389122009,46.00339756011963,47.15660095214844,49.14805603027344,52.10601410865784,51.60659904479981,52.78380150794983,55.52387714385986,57.45400195121765,60.69340581893921
